date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:25:03	215/215	---MCZ	200	added ('OK')	text/plain	etag:W/%225dbaabb5-1bc%22	https://www.prometheanworld.com/robots.txt		(from )
16:25:08	149143/149143	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202020%2014:25:07%20GMT	https://www.prometheanworld.com/	C:/My%20Web%20Sites/index%20project/www.prometheanworld.com/index.html	(from )
16:25:17	6034/6034	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e6b5d31-1792%22	https://cdn.prometheanworld.com/wp-content/plugins/nelio-ab-testing/assets/dist/js/alternative-loader.js?version=f41af00f7d4e4bb18264764fc7bb20e7	C:/My%20Web%20Sites/index%20project/cdn.prometheanworld.com/wp-content/plugins/nelio-ab-testing/assets/dist/js/alternative-loader2767.js	(from https://www.prometheanworld.com/)
16:25:19	769/769	---MCZ	200	added ('OK')	application/rss+xml	date:Fri,%2020%20Mar%202020%2014:25:22%20GMT	https://www.prometheanworld.com/comments/feed/	C:/My%20Web%20Sites/index%20project/www.prometheanworld.com/comments/feed/index.html	(from https://www.prometheanworld.com/)
16:25:20	70877/70877	---MCZ	200	added ('OK')	application/rss+xml	date:Fri,%2020%20Mar%202020%2012:33:35%20GMT	https://www.prometheanworld.com/feed/	C:/My%20Web%20Sites/index%20project/www.prometheanworld.com/feed/index.html	(from https://www.prometheanworld.com/)
16:25:22	425/425	---M--	200	added ('OK')	image/png	etag:%225da8c3ba-1a9%22	https://cdn.prometheanworld.com/wp-content/uploads/2017/11/PRW-Favicon.png	C:/My%20Web%20Sites/index%20project/cdn.prometheanworld.com/wp-content/uploads/2017/11/PRW-Favicon.png	(from https://www.prometheanworld.com/)
16:25:24	1971/1971	---M--	200	added ('OK')	image/png	etag:%225da8c3c4-7b3%22	https://cdn.prometheanworld.com/wp-content/uploads/2017/11/PRW-Apple-iPhone-icon-Retina.png	C:/My%20Web%20Sites/index%20project/cdn.prometheanworld.com/wp-content/uploads/2017/11/PRW-Apple-iPhone-icon-Retina.png	(from https://www.prometheanworld.com/)
16:25:25	2222/2222	---MCZ	200	added ('OK')	text/calendar	date:Fri,%2020%20Mar%202020%2014:25:29%20GMT	https://www.prometheanworld.com/event/?ical=1	C:/My%20Web%20Sites/index%20project/www.prometheanworld.com/event/indexedf3.html	(from https://www.prometheanworld.com/)
16:25:27	1310/1310	---M--	200	added ('OK')	image/png	etag:%225da8c3bd-51e%22	https://cdn.prometheanworld.com/wp-content/uploads/2017/11/PRW-Apple-iPad-Icon.png	C:/My%20Web%20Sites/index%20project/cdn.prometheanworld.com/wp-content/uploads/2017/11/PRW-Apple-iPad-Icon.png	(from https://www.prometheanworld.com/)
16:25:29	2561/2561	---M--	200	added ('OK')	image/png	etag:%225da8c3c2-a01%22	https://cdn.prometheanworld.com/wp-content/uploads/2017/11/PRW-iPad-icon-Retina.png	C:/My%20Web%20Sites/index%20project/cdn.prometheanworld.com/wp-content/uploads/2017/11/PRW-iPad-icon-Retina.png	(from https://www.prometheanworld.com/)
